studyID	type	iri	targeted?
MTBLS661	Tuberculosis	http://www.orpha.net/ORDO/Orphanet_3389	target
MTBLS661	targeted metabolites		un-mapped
MTBLS664	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS664	Biocrates Absolute IDQp180 kit		un-mapped
MTBLS664	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS664	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058	target
MTBLS664	untargeted metabolites		untargeted
MTBLS664	targeted metabolites		un-mapped
MTBLS665	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS665	Anti-malarial treatment		un-mapped
MTBLS665	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS665	untargeted metabolites		untargeted
MTBLS667	aging	http://purl.obolibrary.org/obo/GO_0007568	target
MTBLS667	untargeted metabolites		untargeted
MTBLS667	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS669	Ductal Breast Carcinoma In Situ	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2924	target
MTBLS669	untargeted metabolites		untargeted
MTBLS669	microfluidics	http://purl.bioontology.org/ontology/CSP/5005-0014	target
MTBLS669	hypoxia	http://www.ebi.ac.uk/efo/EFO_0009444	target
MTBLS669	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS669	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	target
MTBLS672	Archaea	http://purl.obolibrary.org/obo/NCBITaxon_2157	target
MTBLS672	Cell Motility	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16404	target
MTBLS672	one-component system		un-mapped
MTBLS672	signal transduction	http://purl.obolibrary.org/obo/GO_0007165	target
MTBLS672	Transcriptional Regulation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19077	target
MTBLS672	untargeted metabolites		untargeted
MTBLS672	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS673	Sudan grass	http://purl.bioontology.org/ontology/SNOMEDCT/318228008	target
MTBLS673	Fish flesh quality		un-mapped
MTBLS673	fat deposition	http://www.radlex.org/RID/#RID5216	target
MTBLS673	untargeted metabolites		untargeted
MTBLS673	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS673	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS674	targeted metabolites		un-mapped
MTBLS674	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS674	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS674	Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508	target
MTBLS674	flow injection analysis mass spectrometry		un-mapped
MTBLS674	tandem mass spectrometry		un-mapped
MTBLS674	BiocrateIDQ p180 kit		un-mapped
MTBLS687	Metabolomics	http://edamontology.org/topic_3172	target
MTBLS687	grassland	http://purl.obolibrary.org/obo/ENVO_00000106	target
MTBLS687	climate	http://purl.obolibrary.org/obo/ENVO_01001082	target
MTBLS687	soil	http://purl.obolibrary.org/obo/ENVO_00001998	target
MTBLS687	plant functional traits		un-mapped
MTBLS687	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS687	untargeted metabolites		untargeted
MTBLS690	Type 2 Diabetes Mellitus		un-mapped
MTBLS690	Pre-diabetes	http://purl.bioontology.org/ontology/MEDDRA/10036481	target
MTBLS691	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS691	Biocrates Absolute IDQp180 kit		un-mapped
MTBLS691	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS691	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058	target
MTBLS691	targeted metabolites		un-mapped
MTBLS693	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS693	volatile organic compound	http://purl.obolibrary.org/obo/CHEBI_134179	target
MTBLS693	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS693	Lipase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37988	target
MTBLS693	4-Decenal	http://purl.obolibrary.org/obo/CHEBI_90056	target
MTBLS693	RNA Interference	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20153	target
MTBLS694	Source	http://sweet.jpl.nasa.gov/2.3/reprSciComponent.owl#Source	target
MTBLS694	cross-platform		un-mapped
MTBLS694	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS694	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS694	untargeted metabolomics		untargeted
MTBLS696	Macrophages	http://purl.bioontology.org/ontology/LNC/MTHU016340	target
MTBLS696	Helicobacter pylori	http://purl.bioontology.org/ontology/NCBITAXON/210	target
MTBLS696	Innate immunity		un-mapped
MTBLS696	Cystathionine gamma-lyase	http://purl.bioontology.org/ontology/SNMI/F-6C870	target
MTBLS696	polyamine	http://purl.obolibrary.org/obo/CHEBI_88061	target
MTBLS696	untargeted metabolites		untargeted
MTBLS696	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS698	untargeted metabolites		untargeted
MTBLS698	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS698	Bioluminescence	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62655	target
MTBLS699	untargeted mwtabolites		untargeted
MTBLS699	light stress		un-mapped
MTBLS699	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735	target
MTBLS703	cobalamin metabolic process	http://purl.obolibrary.org/obo/GO_0009235	target
MTBLS703	Diatoms	http://purl.bioontology.org/ontology/MESH/D017377	target
MTBLS703	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS703	untargeted metabolites		untargeted
MTBLS706	Glycolysis/Gluconeogenesis Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38818	target
MTBLS706	Trypanosoma	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125931	target
MTBLS706	kinetoplastid	http://purl.obolibrary.org/obo/BTO_0002502	target
MTBLS706	Fructose-1,6-Bisphosphatase 1	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117102	target
MTBLS706	glycosome	http://purl.obolibrary.org/obo/GO_0020015	target
MTBLS706	glucose transporter, Leishmania	http://purl.bioontology.org/ontology/MESH/C115490	target
MTBLS706	Parasitic Diseases	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010272	target
MTBLS706	human african trypanosomiasis	http://www.ebi.ac.uk/efo/EFO_0005225	target
MTBLS706	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS706	targeted metabolites		un-mapped
MTBLS708	cobalamin metabolic process	http://purl.obolibrary.org/obo/GO_0009235	target
MTBLS708	Diatoms	http://purl.bioontology.org/ontology/MESH/D017377	target
MTBLS708	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS708	untargeted metabolites		untargeted
MTBLS720	Amino acid supplementation	http://purl.bioontology.org/ontology/RCD/Ub06I	target
MTBLS720	calf growth		un-mapped
MTBLS720	Milk substitutes	http://purl.bioontology.org/ontology/UATC/V06DF	target
MTBLS720	Skeletal muscle	http://purl.bioontology.org/ontology/LNC/LA27779-0	target
MTBLS720	blood biochemistry		un-mapped
MTBLS720	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS720	untargeted metabolites		untargeted
MTBLS723	CXCL12-activated CXCR4 signaling pathway	http://purl.obolibrary.org/obo/GO_0038160	target
MTBLS723	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS723	Danio rerio	http://purl.obolibrary.org/obo/NCBITaxon_7955	target
MTBLS723	Knock-Out Mouse	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14339	target
MTBLS723	ischemia reperfusion injury	http://www.ebi.ac.uk/efo/EFO_0002687	target
MTBLS723	Gene expression profile	http://edamontology.org/data_0928	target
MTBLS723	untargeted metabolites		untargeted
MTBLS724	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS724	untargeted metabolites		untargeted
MTBLS724	Diet	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15222	target
MTBLS724	third instar larva stage	http://www.ebi.ac.uk/efo/EFO_0002682	target
MTBLS737	Clear cell renal cell carcinoma	http://purl.obolibrary.org/obo/HP_0006770	target
MTBLS737	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS737	untargeted metabolites		untargeted
MTBLS750	myopathy	http://www.ebi.ac.uk/efo/EFO_0004145	target
MTBLS750	targeted metabolites		un-mapped
MTBLS750	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS750	skeletal muscle	http://purl.obolibrary.org/obo/BTO_0001103	target
MTBLS750	Endoplasmic Reticulum Stress	http://www.ebi.ac.uk/efo/EFO_1001886	target
MTBLS751	polymyxin	http://purl.obolibrary.org/obo/CHEBI_59062	target
MTBLS751	Metabolomics	http://bioontology.org/ontologies/ResearchArea.owl#Metabolomics	target
MTBLS751	Transcriptomics	http://edamontology.org/topic_3308	target
MTBLS751	liquid chromatography mass spectrum	http://purl.obolibrary.org/obo/CHMO_0001832	target
MTBLS752	spiking	http://purl.obolibrary.org/obo/CHMO_0002852	target
MTBLS752	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299	target
MTBLS752	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS752	untargeted metabolites		untargeted
MTBLS752	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037	target
MTBLS752	XCMS	http://purl.obolibrary.org/obo/MS_1001582	target
MTBLS754	spiking	http://purl.obolibrary.org/obo/CHMO_0002852	target
MTBLS754	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299	target
MTBLS754	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS754	untargeted metabolites		untargeted
MTBLS754	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037	target
MTBLS754	XCMS	http://purl.obolibrary.org/obo/MS_1001582	target
MTBLS756	untargeted metabolites		untargeted
MTBLS756	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS756	Solid Phase Extraction	http://purl.bioontology.org/ontology/MESH/D052616	target
MTBLS757	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193	target
MTBLS757	lipidomics analysis software	http://purl.obolibrary.org/obo/MS_1002964	target
MTBLS757	untargeted metabolites		untargeted
MTBLS757	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002	target
MTBLS761	galactose	http://purl.obolibrary.org/obo/CHEBI_28260	target
MTBLS761	magic angle spinning nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000615	target
MTBLS761	untargeted metabolites		untargeted
MTBLS762	lipid	http://purl.obolibrary.org/obo/CHEBI_18059	target
MTBLS762	antiviral drug	http://purl.obolibrary.org/obo/CHEBI_36044	target
MTBLS762	sterol regulatory element-binding protein	http://purl.obolibrary.org/obo/PR_000028988	target
MTBLS762	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS762	untargeted metabolites		untargeted
MTBLS763	Broiler Chicken	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76362	target
MTBLS763	Chick		un-mapped
MTBLS763	Postnatal stressful events		un-mapped
MTBLS763	Stress	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35041	target
MTBLS763	Metabolomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49019	target
MTBLS763	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS763	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS763	untargeted metabolites		untargeted
MTBLS767	Phytoplankton	http://www.owl-ontologies.com/unnamed.owl#Phytoplankton	target
MTBLS767	virus-host interaction	http://purl.obolibrary.org/obo/GO_0019048	target
MTBLS767	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS767	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS767	untargeted metabolites		untargeted
MTBLS767	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS767	plaque assay	http://purl.bioontology.org/ontology/CSP/0415-4488	target
MTBLS769	untargeted metabolites		untargeted
MTBLS769	Phytoplankton	http://www.owl-ontologies.com/unnamed.owl#Phytoplankton	target
MTBLS769	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054	target
MTBLS769	virus-host interaction	http://purl.obolibrary.org/obo/GO_0019048	target
MTBLS769	plaque assay	http://purl.bioontology.org/ontology/CSP/0415-4488	target
MTBLS769	Liquid Microjunction-Surface Sampling Probe/Electrospray Ionization imaging mass spectrometry		un-mapped
MTBLS770	untargeted metabolites		untargeted
MTBLS770	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS770	behavioral symptom	http://purl.obolibrary.org/obo/SYMP_0019182	target
MTBLS770	parasitic infection	http://www.ebi.ac.uk/efo/EFO_0001067	target
MTBLS771	spiking	http://purl.obolibrary.org/obo/CHMO_0002852	target
MTBLS771	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299	target
MTBLS771	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS771	untargeted metabolites		untargeted
MTBLS771	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037	target
MTBLS772	spiking	http://purl.obolibrary.org/obo/CHMO_0002852	target
MTBLS772	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299	target
MTBLS772	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS772	untargeted metabolites		untargeted
MTBLS772	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037	target
MTBLS773	untargeted metabolites		untargeted
MTBLS773	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS773	flavonoids	http://purl.obolibrary.org/obo/CHEBI_72544	target
MTBLS773	anthocyanin	http://purl.obolibrary.org/obo/CHEBI_38697	target
MTBLS773	flavonols	http://purl.obolibrary.org/obo/CHEBI_28802	target
MTBLS773	climate	http://purl.obolibrary.org/obo/ENVO_01001082	target
MTBLS773	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	target
MTBLS773	short day length regimen	http://purl.obolibrary.org/obo/EO_0007200	target
MTBLS773	long day length regimen	http://purl.obolibrary.org/obo/EO_0007199	target
MTBLS773	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS780	Strain	http://purl.jp/bio/01/mccv#MCCV_000002	target
MTBLS780	multi-omic 		un-mapped
MTBLS780	Platform strain		un-mapped
MTBLS780	resistance to stress	http://purl.obolibrary.org/obo/FYPO_0002046	target
MTBLS780	Geno-to-phenotype association		un-mapped
MTBLS788	Drug Discovery	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15802	target
MTBLS788	untargeted metabolites		untargeted
MTBLS788	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS789	mode of action	http://www.bioassayontology.org/bao#BAO_0000074	target
MTBLS789	Aminotransferase inhibitor	http://purl.bioontology.org/ontology/SNOMEDCT/734564002	target
MTBLS789	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS789	untargeted metabolites		untargeted
MTBLS793	Trypanosoma brucei	http://purl.obolibrary.org/obo/NCBITaxon_5691	target
MTBLS793	Sodalis glossinidius	http://purl.bioontology.org/ontology/NCBITAXON/63612	target
MTBLS793	symbiosis, encompassing mutualism through parasitism	http://purl.obolibrary.org/obo/GO_0044403	target
MTBLS793	response to starvation	http://purl.obolibrary.org/obo/GO_0042594	target
MTBLS793	untargeted metabolites		untargeted
MTBLS793	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS803	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	target
MTBLS803	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS803	untargeted metabolites		untargeted
MTBLS821	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS821	Biocrates Absolute IDQp180 kit		un-mapped
MTBLS821	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS821	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058	target
MTBLS821	targeted metabolites		un-mapped
MTBLS822	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS822	Biocrates Absolute IDQp180 kit		un-mapped
MTBLS822	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS822	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058	target
MTBLS822	targeted metabolites		un-mapped
MTBLS824	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS824	Biocrates Absolute IDQp180 kit		un-mapped
MTBLS824	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS824	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058	target
MTBLS824	targeted metabolites		un-mapped
MTBLS826	method development	http://purl.bioontology.org/ontology/CSP/4001-0081	target
MTBLS826	untargeted metabolites		untargeted
MTBLS826	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS826	Seawater	http://purl.bioontology.org/ontology/MESH/D012623	target
MTBLS839	method development	http://purl.bioontology.org/ontology/CSP/4001-0081	target
MTBLS839	untargeted metabolites		untargeted
MTBLS839	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS839	Seawater	http://purl.bioontology.org/ontology/MESH/D012623	target
MTBLS843	method development	http://purl.bioontology.org/ontology/CSP/4001-0081	target
MTBLS843	untargeted metabolites		untargeted
MTBLS843	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS843	Seawater	http://purl.bioontology.org/ontology/MESH/D012623	target
