studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
MTBLS525	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS526	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS529	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/OGI_0000082	collective of allele which comes from different homologus  chromosomes respecitvely.
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
		genotype	http://purl.obolibrary.org/obo/MCO_0000383	
		Genotype	http://ensembl.org/glossary/ENSGLOSSARY_0000117	The specific alleles that are present in an individual's genome. In diploid organisms two alleles make up the genotype (except for the sex chromosomes).
		Genotyping	http://purl.obolibrary.org/obo/NCIT_C45447	The determination of the DNA sequence of an individual.
MTBLS529	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS529	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		Type	http://purl.obolibrary.org/obo/NCIT_C25284	Something distinguishable as an identifiable class based on common qualities.
		type	http://purl.obolibrary.org/obo/aeo#type	
		type	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	
		type	http://purl.org/dc/elements/1.1/type	
		Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284	Something distinguishable as an identifiable class based on common qualities.
		TYPE	http://www.cropontology.org/rdf/CO_333:1000059	
		Biotype	http://ensembl.org/glossary/ENSGLOSSARY_0000025	A gene or transcript classification.
		sarcoglycan gamma	http://www.orpha.net/ORDO/Orphanet_118666	
MTBLS531	Hormone treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		Hormone Therapy	http://purl.obolibrary.org/obo/NCIT_C15445	Various treatment modalities that produce the desired therapeutic effect by means of change of hormone/hormones level.
MTBLS531	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS532	Compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
		Compound	http://purl.obolibrary.org/obo/CDAO_0000055	
MTBLS535	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
		organism	http://purl.obolibrary.org/obo/OBI_0100026	A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs. E.g Drosophila melanogaster
		species	http://purl.obolibrary.org/obo/TAXRANK_0000006	
		Species	http://purl.obolibrary.org/obo/SIBO_0000477	
		species	http://purl.obolibrary.org/obo/NCBITaxon_species	
		SEND Test System Common Name	http://purl.obolibrary.org/obo/NCIT_C96433	The common name for an animal used as the test system on a nonclinical study.
		CDISC SEND Laboratory Animal Species Terminology	http://purl.obolibrary.org/obo/NCIT_C77808	A terminology set that includes concepts relevant to CDISC SEND laboratory animal species.
MTBLS538	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS540	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS542	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
MTBLS543	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		diagnosis	http://semanticscience.org/resource/SIO_001331	A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.
		Diagnosis	http://purl.obolibrary.org/obo/OMIT_0005209	
		Diagnosis Code	http://purl.obolibrary.org/obo/NCIT_C154625	Diagnosis codes indicate the results of diagnostic processes and medical coding within healthcare delivery. Data in this table are expected to be from healthcare-mediated processes and reimbursement drivers.
		Diagnosis Study	http://purl.obolibrary.org/obo/NCIT_C49653	A type of study designed to evaluate method(s) aimed at identifying a disease or condition.
MTBLS545	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
		Intervention or Procedure	http://purl.obolibrary.org/obo/NCIT_C25218	An activity that produces an effect, or that is intended to alter the course of a disease in a patient or population. This is a general term that encompasses the medical, social, behavioral, and environmental acts that can have preventive, therapeutic, or palliative effects.
		medical procedure	http://www.ebi.ac.uk/efo/EFO_0002571	An activity that produces an effect, or that is intended to alter the course of a disease in a patient or population. This is a general term that encompasses the medical, social, behavioral, and environmental acts that can have preventive, therapeutic, or palliative effects.
MTBLS546	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
		Intervention or Procedure	http://purl.obolibrary.org/obo/NCIT_C25218	An activity that produces an effect, or that is intended to alter the course of a disease in a patient or population. This is a general term that encompasses the medical, social, behavioral, and environmental acts that can have preventive, therapeutic, or palliative effects.
		medical procedure	http://www.ebi.ac.uk/efo/EFO_0002571	An activity that produces an effect, or that is intended to alter the course of a disease in a patient or population. This is a general term that encompasses the medical, social, behavioral, and environmental acts that can have preventive, therapeutic, or palliative effects.
MTBLS547	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
		Intervention or Procedure	http://purl.obolibrary.org/obo/NCIT_C25218	An activity that produces an effect, or that is intended to alter the course of a disease in a patient or population. This is a general term that encompasses the medical, social, behavioral, and environmental acts that can have preventive, therapeutic, or palliative effects.
		medical procedure	http://www.ebi.ac.uk/efo/EFO_0002571	An activity that produces an effect, or that is intended to alter the course of a disease in a patient or population. This is a general term that encompasses the medical, social, behavioral, and environmental acts that can have preventive, therapeutic, or palliative effects.
MTBLS548	Diet	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	
		Diet	http://purl.obolibrary.org/obo/NCIT_C15222	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://purl.obolibrary.org/obo/zeco.owl/ZECO_0000112	Experimental condition where the food of the zebrafish is manipulated in some way.
		Diet	http://purl.obolibrary.org/obo/OMIT_0005302	
		diet	http://www.ebi.ac.uk/efo/EFO_0002755	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://purl.obolibrary.org/obo/XCO_0000013	The food and drink consumed by an organism day to day.
		Special Diet Therapy	http://purl.obolibrary.org/obo/NCIT_C15383	A form of therapy which includes dietary approaches and special diets that are applied as alternative therapies for risk factors or chronic disease in general.
		Basal Diet	http://purl.obolibrary.org/obo/NCIT_C90364	The fundamental nutritional components that constitute an organism's daily intake of foodstuffs.
MTBLS548	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
