studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
MTBLS579	Amylase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
		Amylase	http://purl.obolibrary.org/obo/NCIT_C16284	Amylase is an enzyme which helps digest glycogen and starch. It is produced mainly in the pancreas and salivary glands.
MTBLS598	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS602	sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		sex	http://purl.obolibrary.org/obo/FBcv_0000332	Qualifier that relates the expression of a phenotype to the sex of the individual.
		Sex	http://purl.obolibrary.org/obo/OMIT_0013619	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		SEX	http://www.cropontology.org/rdf/CO_357:0000078	
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS602	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS616	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS643	Experiment	Population Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17005	
		experiment	http://semanticscience.org/resource/SIO_000994	An experiment is an investigation that has the goal of verifying, falsifying, or establishing the validity of a hypothesis. 
		experiment	http://purl.obolibrary.org/obo/AGRO_00000369	A planned process in which a procedure is carried out to support, refute, or validate a hypothesis.
		Experiment	http://purl.obolibrary.org/obo/NCIT_C42790	A coordinated set of actions and observations designed to generate data, with the ultimate goal of discovery or hypothesis testing.
MTBLS648	Drug	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		drug	http://purl.obolibrary.org/obo/CHEBI_23888	Any substance which when absorbed into a living organism may modify one or more of its functions. The term is generally accepted for a substance taken for a therapeutic purpose, but is also commonly used for abused substances.
		drug	http://semanticscience.org/resource/SIO_010038	A drug is a chemical entity that regulates a biological process.
MTBLS650	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS656	Collection Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		collection time	http://purl.obolibrary.org/obo/FLU_0000979	A defined period when the sample was collected.
		Collection Time	http://purl.obolibrary.org/obo/NCIT_C81287	The hour, minute, and/or second at which the sample or data was collected.
MTBLS658	Neutrophil Activation	Neutrophil Activation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26281	
		Neutrophil Activation	http://purl.obolibrary.org/obo/OMIT_0018590	
		Neutrophil Activation	http://purl.obolibrary.org/obo/NCIT_C26281	Neutrophil Activation involves cell interaction and cell signaling mechanisms that recognize or respond to the presence of foreign antigen and that stimulate phagocytosis, degranulation, or generation of reactive oxygen products by neutrophils to destroy invading pathogens or to induce acute inflammatory reactions.
		neutrophil activation	http://purl.obolibrary.org/obo/GO_0042119	The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor.
MTBLS661	Genotype	Gene Knockout	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18143	
		genotype	http://purl.obolibrary.org/obo/OGI_0000082	collective of allele which comes from different homologus  chromosomes respecitvely.
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
		genotype	http://purl.obolibrary.org/obo/MCO_0000383	
		Genotype	http://ensembl.org/glossary/ENSGLOSSARY_0000117	The specific alleles that are present in an individual's genome. In diploid organisms two alleles make up the genotype (except for the sex chromosomes).
MTBLS661	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS664	Diagnosis	Diagnosis	http://purl.bioontology.org/ontology/SNOMEDCT/439401001	
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		diagnosis	http://semanticscience.org/resource/SIO_001331	A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.
		Diagnosis	http://purl.obolibrary.org/obo/OMIT_0005209	
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
MTBLS669	Tumor microenvironment	Tumor Microenvironment	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94498	
		Tumor Microenvironment	http://purl.obolibrary.org/obo/OMIT_0027497	
		Tumor Microenvironment	http://purl.obolibrary.org/obo/NCIT_C94498	
MTBLS673	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS673	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS674	Stereotactic Injection	Stereotactic Injection	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93194	
		Stereotactic Injection	http://purl.obolibrary.org/obo/NCIT_C93194	
MTBLS675	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS687	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		site	http://www.ifomis.org/bfo/1.1/snap#Site	
		site	http://purl.obolibrary.org/obo/BFO_0000029	
		site	http://purl.obolibrary.org/obo/IDOMAL_0000427	Comment: An instance of Site [snap:Site] is a mixture of independent continuant [snap:IndependentContinuant] entities which act as surrounding environments for other independent continuant [snap:IndependentContinuant] entities, most importantly for instances of object [snap:Object]. A site [snap:Site] is typically made of object [snap:Object] or fiat object part [snap:FiatObjectPart] entities and a surrounding medium in which is found an object [snap:Object] occupying the site [snap:Site]. Independent continuant [snap:IndependentContinuant] entities may be associated with others (which, then, are site [snap:Site] entities) through a relation of
		site	http://semanticscience.org/resource/SIO_000019	A site is a spatial region bounded (in part or in whole) by material entities and may be occupied by material entities.
		Site	http://purl.obolibrary.org/obo/NCIT_C37901	A position in relation to its surroundings.
MTBLS687	Fresh weight	root fresh weight	http://purl.obolibrary.org/obo/TO_0000578	
		Fresh weight	http://www.cropontology.org/rdf/CO_360:0000000	Fresh Weight
MTBLS687	Plant	Functional group		
		plant	http://purl.obolibrary.org/obo/BTO_0001481	Any of a kingdom (Plantae) of living things typically lacking locomotive movement or obvious nervous or sensory organs and possessing cellulose cell walls.
		plant	http://purl.obolibrary.org/obo/IDOMAL_6000005	Any of various photosynthetic, eukaryotic, multicellular organisms of the kingdom Plantae characteristically producing embryos, containing chloroplasts, having cellulose cell walls, and lacking the power of locomotion.
		plant	http://www.cropontology.org/rdf/CO_337:0000217	
		plant	http://www.bioassayontology.org/bao#BAO_0000605	They are living organisms which derive their energy from photosynthesis, with the exception of parasitic plants. Plants include herbs, shrubs, trees, grasses, vines, etc.
		Plant	http://purl.obolibrary.org/obo/NCIT_C14258	Any living organism that typically synthesizes its food from inorganic substances, possesses cellulose cell walls, responds slowly and often permanently to a stimulus, lacks specialized sense organs and nervous system, and has no powers of locomotion. (EPA Terminology Reference System)
		Plant	http://www.cropontology.org/rdf/CO_333:0000023	
		plant	http://www.cropontology.org/rdf/CO_325:0100017	
		Plant	http://www.cropontology.org/rdf/CO_327:0000041	
		Plant	http://www.cropontology.org/rdf/CO_334:0100490	
		plant	http://purl.obolibrary.org/obo/FOODON_03411347	Multicellular plants.
MTBLS687	Plot	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		Plot	http://edamontology.org/data_2884	
		plot	http://semanticscience.org/resource/SIO_000449	A plot is a part of a figure that corresponds to the spatial region between the set of axes.
		Plot	http://www.cropontology.org/rdf/CO_333:0000024	
MTBLS687	Species	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	
		species	http://purl.obolibrary.org/obo/TAXRANK_0000006	
		Species	http://purl.obolibrary.org/obo/SIBO_0000477	
		species	http://purl.obolibrary.org/obo/NCBITaxon_species	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS690	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS691	Timepoint	timepoint		
		timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
